コード,銘柄名,市場・商品区分,__code
9215,ＣａＳｙ,グロース（内国株式）,9215
9216,ビーウィズ,プライム（内国株式）,9216
9218,メンタルヘルステクノロジーズ,グロース（内国株式）,9218
9219,ギックス,グロース（内国株式）,9219
9220,エフビー介護サービス,スタンダード（内国株式）,9220
9221,フルハシＥＰＯ,スタンダード（内国株式）,9221
9223,ＡＳＮＯＶＡ,グロース（内国株式）,9223
9225,ブリッジコンサルティンググループ,グロース（内国株式）,9225
9227,マイクロ波化学,グロース（内国株式）,9227
9229,サンウェルズ,プライム（内国株式）,9229
9233,アジア航測,スタンダード（内国株式）,9233
9235,売れるネット広告社グループ,グロース（内国株式）,9235
9236,ジャパンＭ＆Ａソリューション,グロース（内国株式）,9236
9237,笑美面,グロース（内国株式）,9237
9238,バリュークリエーション,グロース（内国株式）,9238
9240,デリバリーコンサルティング,グロース（内国株式）,9240
9241,フューチャーリンクネットワーク,グロース（内国株式）,9241
9242,メディア総研,グロース（内国株式）,9242
9244,デジタリフト,グロース（内国株式）,9244
9245,リベロ,グロース（内国株式）,9245
9246,プロジェクトホールディングス,グロース（内国株式）,9246
9247,ＴＲＥホールディングス,プライム（内国株式）,9247
9248,人・夢・技術グループ,スタンダード（内国株式）,9248
9249,日本エコシステム,スタンダード（内国株式）,9249
9250,ＧＲＣＳ,グロース（内国株式）,9250
9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,9251
9252,ラストワンマイル,グロース（内国株式）,9252
9253,スローガン,グロース（内国株式）,9253
9254,ラバブルマーケティンググループ,グロース（内国株式）,9254
9256,サクシード,グロース（内国株式）,9256
9258,ＣＳ－Ｃ,グロース（内国株式）,9258
9259,タカヨシホールディングス,グロース（内国株式）,9259
9262,シルバーライフ,スタンダード（内国株式）,9262
9264,ポエック,スタンダード（内国株式）,9264
9265,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,9265
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム（内国株式）,9267
9268,オプティマスグループ,スタンダード（内国株式）,9268
9270,バリュエンスホールディングス,グロース（内国株式）,9270
9271,和心,グロース（内国株式）,9271
9272,ブティックス,グロース（内国株式）,9272
9273,コーア商事ホールディングス,プライム（内国株式）,9273
9274,ＫＰＰグループホールディングス,プライム（内国株式）,9274
9278,ブックオフグループホールディングス,プライム（内国株式）,9278
9279,ギフトホールディングス,プライム（内国株式）,9279
9301,三菱倉庫,プライム（内国株式）,9301
9302,三井倉庫ホールディングス,プライム（内国株式）,9302
9303,住友倉庫,プライム（内国株式）,9303
9304,澁澤倉庫,プライム（内国株式）,9304
9305,ヤマタネ,プライム（内国株式）,9305
9306,東陽倉庫,スタンダード（内国株式）,9306
9307,杉村倉庫,スタンダード（内国株式）,9307
9308,乾汽船,スタンダード（内国株式）,9308
9310,日本トランスシティ,プライム（内国株式）,9310
9311,アサガミ,スタンダード（内国株式）,9311
9312,ケイヒン,スタンダード（内国株式）,9312
9313,丸八倉庫,スタンダード（内国株式）,9313
9319,中央倉庫,プライム（内国株式）,9319
9322,川西倉庫,スタンダード（内国株式）,9322
9324,安田倉庫,プライム（内国株式）,9324
9325,ファイズホールディングス,スタンダード（内国株式）,9325
9326,関通ホールディングス,グロース（内国株式）,9326
9327,イー・ロジット,スタンダード（内国株式）,9327
9330,揚羽,グロース（内国株式）,9330
9331,キャスター,グロース（内国株式）,9331
9332,ＮＩＳＳＯホールディングス,プライム（内国株式）,9332
9336,大栄環境,プライム（内国株式）,9336
9337,トリドリ,グロース（内国株式）,9337
9339,コーチ・エィ,スタンダード（内国株式）,9339
9340,アソインターナショナル,スタンダード（内国株式）,9340
9341,ＧＥＮＯＶＡ,プライム（内国株式）,9341
9342,スマサポ,グロース（内国株式）,9342
9343,アイビス,グロース（内国株式）,9343
9344,アクシスコンサルティング,グロース（内国株式）,9344
9345,ビズメイツ,グロース（内国株式）,9345
9346,ココルポート,グロース（内国株式）,9346
9347,日本管財ホールディングス,プライム（内国株式）,9347
9348,ｉｓｐａｃｅ,グロース（内国株式）,9348
9351,東洋埠頭,スタンダード（内国株式）,9351
9353,櫻島埠頭,スタンダード（内国株式）,9353
9355,リンコーコーポレーション,スタンダード（内国株式）,9355
9360,鈴与シンワート,スタンダード（内国株式）,9360
9361,伏木海陸運送,スタンダード（内国株式）,9361
9362,兵機海運,スタンダード（内国株式）,9362
9363,大運,スタンダード（内国株式）,9363
9364,上組,プライム（内国株式）,9364
9365,トレーディア,スタンダード（内国株式）,9365
9366,サンリツ,スタンダード（内国株式）,9366
9367,大東港運,スタンダード（内国株式）,9367
9368,キムラユニティー,スタンダード（内国株式）,9368
9369,キユーソー流通システム,スタンダード（内国株式）,9369
9376,ユーラシア旅行社,スタンダード（内国株式）,9376
9380,東海運,スタンダード（内国株式）,9380
9381,エーアイテイー,プライム（内国株式）,9381
9385,ショーエイコーポレーション,スタンダード（内国株式）,9385
9401,ＴＢＳホールディングス,プライム（内国株式）,9401
9404,日本テレビホールディングス,プライム（内国株式）,9404
9405,朝日放送グループホールディングス,プライム（内国株式）,9405
9408,ＢＳＮメディアホールディングス,スタンダード（内国株式）,9408
9409,テレビ朝日ホールディングス,プライム（内国株式）,9409
9412,スカパーＪＳＡＴ,プライム（内国株式）,9412
9413,テレビ東京ホールディングス,プライム（内国株式）,9413
9414,日本ＢＳ放送,スタンダード（内国株式）,9414
9416,ビジョン,プライム（内国株式）,9416
9417,スマートバリュー,スタンダード（内国株式）,9417
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,9418
9419,ワイヤレスゲート,スタンダード（内国株式）,9419
9421,エヌジェイホールディングス,スタンダード（内国株式）,9421
9423,フォーバル・リアルストレート,スタンダード（内国株式）,9423
9424,日本通信,プライム（内国株式）,9424
9425,ＲｅＹｕｕ　Ｊａｐａｎ,スタンダード（内国株式）,9425
9428,クロップス,スタンダード（内国株式）,9428
9432,ＮＴＴ,プライム（内国株式）,9432
9433,ＫＤＤＩ,プライム（内国株式）,9433
9434,ソフトバンク,プライム（内国株式）,9434
9435,光通信,プライム（内国株式）,9435
9436,沖縄セルラー電話,スタンダード（内国株式）,9436
9438,エムティーアイ,プライム（内国株式）,9438
9439,エム・エイチ・グループ,スタンダード（内国株式）,9439
9441,ベルパーク,スタンダード（内国株式）,9441
9444,トーシンホールディングス,スタンダード（内国株式）,9444
9445,フォーバルテレコム,スタンダード（内国株式）,9445
9446,サカイホールディングス,スタンダード（内国株式）,9446
9449,ＧＭＯインターネットグループ,プライム（内国株式）,9449
9450,ファイバーゲート,スタンダード（内国株式）,9450
9466,アイドママーケティングコミュニケーション,スタンダード（内国株式）,9466
9467,アルファポリス,グロース（内国株式）,9467
9468,ＫＡＤＯＫＡＷＡ,プライム（内国株式）,9468
9470,学研ホールディングス,プライム（内国株式）,9470
9474,ゼンリン,プライム（内国株式）,9474
9475,昭文社ホールディングス,スタンダード（内国株式）,9475
9476,中央経済社ホールディングス,スタンダード（内国株式）,9476
9478,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,9478
9501,東京電力ホールディングス,プライム（内国株式）,9501
9502,中部電力,プライム（内国株式）,9502
9503,関西電力,プライム（内国株式）,9503
9504,中国電力,プライム（内国株式）,9504
9505,北陸電力,プライム（内国株式）,9505
9506,東北電力,プライム（内国株式）,9506
9507,四国電力,プライム（内国株式）,9507
9508,九州電力,プライム（内国株式）,9508
